CapeTownFreeway,Update: 248176: #Crash on N1 Outbound Plattekloof has been cleared. #BeTheChange ,2021-04-09 08:56:08
CapeTownFreeway,Update: 248186: #Stationary_Vehicle on N1 Inbound after Durban Rd. has been cleared. #BeTheChange ,2021-04-09 08:12:02
CapeTownFreeway,248186: #Stationary_Vehicle on N1 Inbound after Durban Rd. Centre closed. Expect Delays.  #BeTheChange ,2021-04-09 08:07:22
CapeTownFreeway,"248182: Roadworks, N2 outbound after Broadway, Right lane closed, no delays.  #BeTheChange ",2021-04-09 07:34:55
CapeTownFreeway,"Update: 248180: Crash, N2 inbound before Raapenberg, Has been cleared. #BeTheChange ",2021-04-09 07:20:33
CapeTownFreeway,"248184: Roadworks, N2 Outbound after Sir Lowry's Pass, Lane Closure. Stop and go in place, Expect Delays.  #BeTheChange ",2021-04-09 07:19:08
CapeTownFreeway,"Update: #Roadworks: N7 Northbound after Plattekloof, lane closure, no delays. #BeTheChange ",2021-04-09 07:16:21
CapeTownFreeway,"Update: 248176: #Crash on N1 Outbound Plattekloof, all lanes open. No delays. #BeTheChange ",2021-04-09 07:14:39
CapeTownFreeway,"Update: Congestion, N7 Southbound at N1 Inbound ramp has cleared ... #BeTheChange ",2021-04-09 07:01:59
CapeTownFreeway,"Update: 248180: Crash, N2 inbound before Raapenberg, All lanes open, expect delays. #BeTheChange ",2021-04-09 06:56:35
CapeTownFreeway,248181: #Stationary_Vehicle: N2 Outbound at  Roodebloem. Left lane closed. No Delays.  #BeTheChange ,2021-04-09 06:55:09
CapeTownFreeway,"248180: Crash, N2 inbound before Raapenberg, Lane closure, expect delays.  #BeTheChange ",2021-04-09 06:49:07
CapeTownFreeway,"#Roadworks: N7 Northbound after Plattekloof, lane closure, expect delays. #BeTheChange ",2021-04-09 06:44:04
CapeTownFreeway,Update: Congestion: M5 Northbound Berkley has been cleared. #BeTheChange ,2021-04-09 06:39:52
CapeTownFreeway,"Update: 248176: #Crash on N1 Outbound Plattekloof, all lanes open. Expect Delays. #BeTheChange ",2021-04-09 06:37:22
CapeTownFreeway,Update: #Congestion R300 Northbound at ramp to Old Paarl is now cleared. #BeTheChange ,2021-04-09 06:21:09
CapeTownFreeway,"Update: Congestion, R300 Northbound at N1 Inbound ramp has cleared ... #BeTheChange ",2021-04-09 06:20:52
CapeTownFreeway,248176: #Crash on N1 Outbound Plattekloof. Lane closure. Expect Delays.  #BeTheChange ,2021-04-09 06:10:02
